@relation arabicText

@attribute arabicclass {Dialect,MSA}
@attribute text String

@data
MSA,'يا ليت لو يعملوا دورات قبل الزواج'
Dialect,'بدي اروح عمرة الله ييسر'
MSA,'أريد أن أذهب عمرة الله ييسر'
Dialect,'نفسي اروح عمرة واشوف الكعبة'
MSA,'أتمنى أن أذهب عمرة وأرى الكعبة'
Dialect,'يا طيبة الخير جينا'
MSA,'يا طيبة الخير جئنا'
Dialect,'يا طيبة بالروح افتدينا'
MSA,'يا طيبة بالروح إفتدينا'
Dialect,'والله انت الحبيبة يا طيبة'
MSA,'والله أنت الحبيبة يا طيبة'
Dialect,'و نشوف اغلى الاحبة في الروضة الرحيبة'
MSA,'و نرى أغلى الاحبة في الروضة الرحيبة'
Dialect,'صباحات الانوار'
MSA,'صباحات الأنوار'
Dialect,'صباح الاماني الجميلة المحققة باذن الله'
MSA,'صباح الأماني الجميلة المحققة بإذن الله'
Dialect,'صباح الورد الجوري الحمر والخمري'
MSA,'صباح الورد الجوري الأحمر والخمري'
Dialect,'صباحكم سعادة وعبادة مقبولة ان شاء الله'
MSA,'صباحكم سعادة وعبادة مقبولة إن شاء الله'
Dialect,'يا رب استجب دعائنا وانصر اهلنا في سوريا'
MSA,'يا رب استجب دعائنا وانصر أهلنا في سوريا'
Dialect,'اللهم كن مع اخواننا في سوريا'
MSA,'اللهم كن مع إخواننا في سوريا'
Dialect,'لا تحزن ان الله معك'
MSA,'لا تحزن إن الله معك'
Dialect,'لا تحزن الدنيا ما فيها اشي تحزن عليه'
MSA,'لا تحزن الدنيا ليس بها شيء تحزن عليه'
Dialect,'لا تحزن على دنا فانية بل احزن على آخرة باقية'
MSA,'لا تحزن على دنيا فانية بل إحزن على آخرة باقية'
Dialect,'اعملوا لآخرتكم'
MSA,'إعملوا لآخرتكم'
Dialect,'امين'
MSA,'آمين'
Dialect,'امتنا ما في زيها'
MSA,'أمتنا لا يوجد مثلها'
Dialect,'شبابنا زي الوردة بس بدهم حدا يدعمهم'
MSA,'شبابنا مثل الوردة لكن يحتاجون شخص يدعمهم'
Dialect,'الله اكبر ما احلاكم وما اشجعكم'
MSA,'الله أكبر ما أحلاكم وما أشجعكم'
Dialect,'يا هيك الشباب يا بلاش'
MSA,'يا هكذا الشباب يا بلا شيء'
Dialect,'الله حيهم هالشباب انتوا القدوة'
MSA,'الله يحيهم هؤلاء الشباب أنتم القدوة'
Dialect,'والله رفعتوا راسنا يا شباب الله يقويكم'
MSA,'والله رفعتم رؤوسنا يا شباب الله يقويكم'
Dialect,'ايوه هيك بدنا ياكم يا شباب مش بس لعب و تسلاية'
MSA,'نعم هكذا نريدكم يا شباب ليس فقط لعب و تسلية'
Dialect,'شبابنا فيهم الخير بس بدهم حدا يرشدهم'
MSA,'شبابنا فيهم الخير لكن يحتاجون شخصا يرشدهم'
Dialect,'الله اكبر ولله الحمد'
MSA,'الله أكبر ولله الحمد'
Dialect,'يا الله ما احلاه من خبر و الله فرحتوني'
MSA,'يا إلهي ما أجمله من خبر و الله أفرحتموني'
Dialect,'رجعتولنا الفرحة اللي نسيناها'
MSA,'أرجعتم لنا الفرحة التي نسيناها'
Dialect,'يا حلالي ويا مالي ايوش هييييييييك لازم من زمان'
MSA,'يا حلالي و يا مالي نعم هكذا يجب منذ زمن'
Dialect,'الله حيهم ما اكبرهم هالشباب'
MSA,'الله يحيهم ما أكبرهم هؤلاء الشباب'
Dialect,'ما احسنهم الله يكون معهم'
MSA,'ما أحسنهم الله يكون معهم'
Dialect,'ياي ما ازكاه هاد الاكل'
MSA,'مرحى ما الذه هذا الأكل'
Dialect,'ما في احلى من انه الواحد يوكل و ينام'
MSA,'لا يوجد أجمل من أن الشخص يأكل و ينام'
Dialect,'احلى اشي الواحد يوكل بدون ما يطبخ'
MSA,'أجمل شيء الشخص يأكل من غير أن يطبخ'
Dialect,'نفسي يوم اكل وانا مش مستعجلة'
MSA,'أتمنى يوم آكل و أنا لست مستعجلة'
Dialect,'يميييي شو هالاكلات الزاكية هاي شهتونا'
MSA,'مرحى ما هذه الأكلات اللذيذة هذه شهيتمونا'
Dialect,'يا هيك الاكل يا بلا لش الحكي'
MSA,'يا هكذا الأكل يا بلا شيء لما الكلام'
Dialect,'ما الزه شكله بشهي بدي'
MSA,'ما الذه شكله شهي أريد'
Dialect,'يا عمي ما في احلى من الاكل'
MSA,'يا عمي لا يوجد أجمل من الأكل'
Dialect,'والله الاكل نعمة كبيرة'
MSA,'والله الأكل نعمة كبيرة'
Dialect,'احمدك ربى على كل ما اعطيت وعلى كل ما منعت'
MSA,'أحمدك ربي على كل ما أعطيت وعلى كل ما منعت'
Dialect,'يارب دعوناك فستجب لنا و حقق لنا ما هو اصلح و افضل لنا'
MSA,'يارب دعوناك فاستجب لنا و حقق لنا ما هو أصلح و أفضل لنا'
Dialect,' معلومه ممتازه'
MSA,' معلومة ممتازة'
Dialect,'اللهم اسعد كل انسان'
MSA,'اللهم أسعد كل إنسان'
Dialect,'يا عطاء. يامنان يا اكرم الاكرمين'
MSA,'يا عطاء. يامنان يا أكرم الأكرمين'
Dialect,'اللهم اصلح لنا حالنا'
MSA,'اللهم أصلح لنا حالنا'
Dialect,'صدقت والله انت تريد و انا اريد والله يفعل ما يريد'
MSA,'صدقت والله أنت تريد و أنا أريد والله يفعل ما يريد'
Dialect,'حفظ الله أبناء وبنات الأمة جميع'
MSA,'حفظ الله أبناء و بنات الأمة جميعا'
Dialect,'من كانت له عزيمة لن ييأس ، ومن ابتغى الأجر من الله ثابر، حياكم الله اخي مؤمن'
MSA,'من كانت له عزيمة لن ييأس ، ومن ابتغى الأجر من الله ثابر، حياكم الله أخي مؤمن'
Dialect,'يالله ارحم احبتى واشفهم وعافهم و اعف عنهم'
MSA,'يالله ارحم أحبتى واشفهم وعافهم و اعف عنهم'
Dialect,'عن جد انتى ما شاء الله عليكى جزاكى الله كل خير'
MSA,'صدقاً أنتي ما شاء الله عليكي جزاكي الله كل خير'
Dialect,'نعم احسنت ، واجبة على كل مسلم وحق لكل مسلم.. فتح الله عليكم'
MSA,'نعم أحسنت ، واجبة على كل مسلم وحق لكل مسلم.. فتح الله عليكم'
Dialect,'احسنت و ابدعت و وصفت ما يدور او يجول في راس كل شاب ملتزم و كل فتاه عفيفه نقيه تقيه'
MSA,'أحسنت و أبدعت و وصفت ما يدور أو يجول في رأس كل شاب ملتزم و كل فتاة عفيفة نقية تقية'
Dialect,'والله اني لاحس بالشفقة علا بنات الجامعات '
MSA,'والله إني لأشعر بالشفقة على بنات الجامعات '
Dialect,'يارب اهدي بنات وشباب المسلمين الي ما يرضيك عنهم وكفيهم شر فتن الدنيا والاخره'
MSA,'يارب إهدي بنات وشباب المسلمين إلى ما يرضيك عنهم و اكفيهم شر فتن الدنيا والآخرة'
Dialect,'موضوع اكتر من رآئع ...'
MSA,'موضوع أكثر من رائع ...'
Dialect,'ماشاء الله عليكم بجد موضوع مهم جدا والاهم الرقي الرائع في الحوار'
MSA,'ماشاء الله عليكم بجد موضوع مهم جدا والأهم الرقي الرائع في الحوار'
Dialect,'اللهم ارزقنا وإياك الجنه '
MSA,'اللهم ارزقنا وإياك الجنة '
Dialect,'احسنوا الظن'
MSA,'أحسنوا الظن'
Dialect,'طيب الله انفاسك و يا سلام لو الشباب او الشابات اذا احبو يحبون كجب شاه جاهان وممتاز محل'
MSA,'طيب الله أنفاسك و يا سلام لو أن الشباب أو الشابات إذا أحبوا يحبون كحب شاه جاهان وممتاز محل'
Dialect,'أنا أقدر الاخلاص و الوفاء بشكل كبير'
MSA,'أنا أقدر الإخلاص و الوفاء بشكل كبير'
Dialect,'اللهم ارزقنا الصدق و الاخلاص'
MSA,'اللهم ارزقنا الصدق و الإخلاص'
Dialect,'والله اني احبك في الله يا'
MSA,'والله إني أحبك في الله يا'
Dialect,'جزاك الله كل خير بسمة أمل رائعة وشيقة جد'
MSA,'جزاك الله كل خير بسمة أمل رائعة وشيقة جداً'
Dialect,'اذا دم البشر أحمر'
MSA,'إذا دم البشر أحمر'
Dialect,'وكل منهو دنا منك'
MSA,'وكل من هو دنا منك'
Dialect,'الوفاء اصبح شئ نادر يكاد يكون معدوم'
MSA,'الوفاء أصبح شئ نادر يكاد يكون معدوم'
Dialect,'ما اجمل الوفاء'
MSA,'ما أجمل الوفاء'
Dialect,'الاسلام ليس فيه رهبانيه'
MSA,'الإسلام ليس فيه رهبانية'
Dialect,'اما في الدين فتصير اخوة في الله وهي ارقى العلاقات الانسانية...بصحيح الحديث (رب اخ لم تلده امك)'
MSA,'أما في الدين فتصير إخوة في الله وهي أرقى العلاقات الإنسانية...بصحيح الحديث (رب أخ لم تلده أمك)'
Dialect,'قصه جميله ودايما انا بحب اسمع البرنامج'
MSA,'قصة جميلة ودائما أنا أحب أن أسمع البرنامج'
Dialect,'اللهم اذقنا حبا رائعا حلالا طاهر'
MSA,'اللهم أذقنا حبا رائعا حلالا طاهر'
Dialect,'قصة رائعه يا ريت كل الرجال هيك'
MSA,'قصة رائعة يا ليت كل الرجال هكذا'
Dialect,'الارواح جنود مجنده من تعارف منها أأتلف ومن تنافر منها اختلف'
